statefp,stusps,year,speimean
54,WV,2024,-0.649109673
54,WV,2025,-0.037896565
55,WI,2005,-1.065775905
55,WI,2006,-0.490730119
55,WI,2007,-0.365555836
55,WI,2008,0.516582177
55,WI,2009,-0.145565806
55,WI,2010,0.32553886
55,WI,2011,0.375253124
55,WI,2012,-0.945791953
55,WI,2013,0.609045424
55,WI,2014,0.827673092
55,WI,2015,-0.027420389
55,WI,2016,0.410516593
55,WI,2017,0.86590006
55,WI,2018,0.387359602
55,WI,2019,1.097413871
55,WI,2020,0.439241062
55,WI,2021,-0.277949718
55,WI,2022,0.980559927
55,WI,2023,-0.453454907
55,WI,2024,0.933923569
55,WI,2025,0.33215139
56,WY,2005,0.221580096
56,WY,2006,-1.306290269
56,WY,2007,-0.896396941
56,WY,2008,0.225607153
56,WY,2009,0.502264085
56,WY,2010,0.426369272
56,WY,2011,0.515533261
56,WY,2012,-2.168916057
56,WY,2013,-0.139299654
56,WY,2014,0.215880137
56,WY,2015,0.109778447
56,WY,2016,-0.428662602
56,WY,2017,-0.169106075
56,WY,2018,0.089013642
56,WY,2019,0.734965436
56,WY,2020,-1.044614777
56,WY,2021,-0.998813666
56,WY,2022,0.132685141
56,WY,2023,0.504127816
56,WY,2024,-0.785709949
56,WY,2025,-0.362206013
