year,state,county,"HAY, ALFALFA - ACRES HARVESTED","HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","HAY, ALFALFA, IRRIGATED - PRODUCTION, MEASURED IN TONS","HAY, ALFALFA, IRRIGATED - YIELD, MEASURED IN TONS / ACRE","HAY, ALFALFA, NON-IRRIGATED - ACRES HARVESTED","HAY, ALFALFA, NON-IRRIGATED - PRODUCTION, MEASURED IN TONS","HAY, ALFALFA, NON-IRRIGATED - YIELD, MEASURED IN TONS / ACRE",irr_share
2017,Montana,Jefferson,25614,75776,3.05,15023,NA,NA,NA,NA,NA,0.5865151870071055
2018,Montana,Jefferson,10500,32200,3.05,NA,NA,NA,NA,NA,NA,NA
2022,Montana,Jefferson,17304,42792,2.4729542302357834,14324,NA,NA,NA,NA,NA,0.827785483
2005,Montana,Judith Basin,72000,110900,1.5,8000,24400,3.1,64000,86500,1.4,0.1111111111111111
2006,Montana,Judith Basin,66000,99500,1.5,6000,18500,3.1,60000,81000,1.4,0.090909091
2007,Montana,Judith Basin,143911,273981,2,16335,34000,4.3,56000,97000,1.7,0.11350765403617513
2008,Montana,Judith Basin,66000,88500,1.35,9000,28500,3.15,57000,60000,1.05,0.13636363636363635
2009,Montana,Judith Basin,70000,99000,1.4,NA,NA,NA,NA,NA,NA,NA
2010,Montana,Judith Basin,81000,188000,2.3,NA,NA,NA,NA,NA,NA,NA
2011,Montana,Judith Basin,83000,166000,2,NA,NA,NA,NA,NA,NA,NA
2012,Montana,Judith Basin,147021,176081,1.15,7781,NA,NA,NA,NA,NA,0.052924412
2013,Montana,Judith Basin,65000,113000,1.75,NA,NA,NA,NA,NA,NA,NA
2014,Montana,Judith Basin,72000,106000,1.45,NA,NA,NA,NA,NA,NA,NA
2015,Montana,Judith Basin,80000,127000,1.6,NA,NA,NA,NA,NA,NA,NA
2016,Montana,Judith Basin,89500,119000,1.35,NA,NA,NA,NA,NA,NA,NA
2017,Montana,Judith Basin,173721,253928,1.5,7189,NA,NA,NA,NA,NA,0.041382447
2018,Montana,Judith Basin,84200,141200,1.7,NA,NA,NA,NA,NA,NA,NA
2022,Montana,Judith Basin,51049,82594,1.6179357088287722,6798,NA,NA,NA,NA,NA,0.13316617367627182
2005,Montana,Lake,23000,62900,2.7,18500,57000,3.1,4500,5900,1.3,0.8043478260869565
2006,Montana,Lake,22000,62200,2.8,17500,57000,3.3,4500,5200,1.2,0.7954545454545454
2007,Montana,Lake,63618,170581,2.7,52000,69000,2.9,6000,11600,1.9,0.8173787292904524
2008,Montana,Lake,22500,56900,2.55,18000,52000,2.9,4500,4900,1.1,0.8
2009,Montana,Lake,24000,63000,2.65,NA,NA,NA,NA,NA,NA,NA
2010,Montana,Lake,28000,91000,3.25,NA,NA,NA,NA,NA,NA,NA
2011,Montana,Lake,30000,78000,2.6,NA,NA,NA,NA,NA,NA,NA
2012,Montana,Lake,58454,154856,2.65,24797,NA,NA,NA,NA,NA,0.42421391179388923
2013,Montana,Lake,34000,111000,3.25,NA,NA,NA,NA,NA,NA,NA
2014,Montana,Lake,45000,120000,2.65,NA,NA,NA,NA,NA,NA,NA
2015,Montana,Lake,28000,83000,2.95,NA,NA,NA,NA,NA,NA,NA
2016,Montana,Lake,39000,113500,2.9,NA,NA,NA,NA,NA,NA,NA
2017,Montana,Lake,79311,236188,3.3,31676,NA,NA,NA,NA,NA,0.3993897441716786
2018,Montana,Lake,33700,95900,2.85,NA,NA,NA,NA,NA,NA,NA
2022,Montana,Lake,35879,102959,2.8696173248975723,30043,NA,NA,NA,NA,NA,0.8373421778756376
2005,Montana,Lewis And Clark,32000,90000,2.8,24000,78000,3.3,8000,12000,1.5,0.75
2006,Montana,Lewis And Clark,29000,88300,3,22500,79000,3.5,6500,9300,1.4,0.7758620689655172
2007,Montana,Lewis And Clark,62028,176048,2.8,48175,80000,3.3,7000,8000,1.1,0.7766653769265494
2008,Montana,Lewis And Clark,22000,69400,3.15,18000,64000,3.55,4000,5400,1.35,0.8181818181818182
2009,Montana,Lewis And Clark,26000,85000,3.25,NA,NA,NA,NA,NA,NA,NA
2010,Montana,Lewis And Clark,27000,94000,3.5,NA,NA,NA,NA,NA,NA,NA
2011,Montana,Lewis And Clark,29000,91000,3.15,NA,NA,NA,NA,NA,NA,NA
2012,Montana,Lewis And Clark,48366,159274,3.65,21889,NA,NA,NA,NA,NA,0.4525699871810776
2013,Montana,Lewis And Clark,31000,99000,3.2,NA,NA,NA,NA,NA,NA,NA
2014,Montana,Lewis And Clark,29000,99000,3.4,NA,NA,NA,NA,NA,NA,NA
2015,Montana,Lewis And Clark,20000,69000,3.45,NA,NA,NA,NA,NA,NA,NA
2016,Montana,Lewis And Clark,24000,77000,3.2,NA,NA,NA,NA,NA,NA,NA
2017,Montana,Lewis And Clark,49655,161152,3.3,25148,NA,NA,NA,NA,NA,0.5064545363004732
2018,Montana,Lewis And Clark,22000,64700,2.95,NA,NA,NA,NA,NA,NA,NA
2022,Montana,Lewis And Clark,29125,59081,2.0285321888412016,24173,NA,NA,NA,NA,NA,0.8299742489270386
2005,Montana,Liberty,10000,16900,1.7,4000,10400,2.6,6000,6500,1.1,0.4
2006,Montana,Liberty,8000,14500,1.8,4500,11500,2.6,3500,3000,0.9,0.5625
2007,Montana,Liberty,13982,23375,1.6,6107,8500,2.8,4000,3000,0.8,0.4367758546702904
2008,Montana,Liberty,10000,18300,1.85,3000,8800,2.95,7000,9500,1.35,0.3
2009,Montana,Liberty,10000,13000,1.3,NA,NA,NA,NA,NA,NA,NA
2010,Montana,Liberty,10000,21000,2.1,NA,NA,NA,NA,NA,NA,NA
2011,Montana,Liberty,11000,23000,2.1,NA,NA,NA,NA,NA,NA,NA
2012,Montana,Liberty,18726,33224,2,1870,NA,NA,NA,NA,NA,0.099861156
2013,Montana,Liberty,10000,22000,2.2,NA,NA,NA,NA,NA,NA,NA
2014,Montana,Liberty,12500,18500,1.5,NA,NA,NA,NA,NA,NA,NA
2015,Montana,Liberty,9500,11000,1.15,NA,NA,NA,NA,NA,NA,NA
2016,Montana,Liberty,10000,16500,1.65,NA,NA,NA,NA,NA,NA,NA
2017,Montana,Liberty,9291,19764,2.127219890216338,2271,NA,NA,NA,NA,NA,0.2444300936390055
2022,Montana,Liberty,4794,6247,1.303087192323738,0,NA,NA,NA,NA,NA,0
2005,Montana,Lincoln,3000,6200,2.1,2000,4700,2.4,1000,1500,1.5,0.6666666666666666
2006,Montana,Lincoln,3000,8600,2.9,2500,7900,3.2,500,700,1.4,0.8333333333333334
2007,Montana,Lincoln,6841,12073,1.8,4603,5000,2,1000,1200,1.2,0.6728548457827803
2008,Montana,Lincoln,2000,4200,2.1,1500,3500,2.35,500,700,1.4,0.75
2009,Montana,Lincoln,2500,4000,1.6,NA,NA,NA,NA,NA,NA,NA
2010,Montana,Lincoln,2000,4000,2,NA,NA,NA,NA,NA,NA,NA
2011,Montana,Lincoln,3000,7500,2.5,NA,NA,NA,NA,NA,NA,NA
2012,Montana,Lincoln,5314,12042,2.65,1179,NA,NA,NA,NA,NA,0.22186676703048552
2013,Montana,Lincoln,3000,8000,2.65,NA,NA,NA,NA,NA,NA,NA
2014,Montana,Lincoln,3500,8000,2.3,NA,NA,NA,NA,NA,NA,NA
2015,Montana,Lincoln,1200,3000,2.5,NA,NA,NA,NA,NA,NA,NA
2016,Montana,Lincoln,2300,5700,2.5,NA,NA,NA,NA,NA,NA,NA
2017,Montana,Lincoln,5924,10822,1.9,2075,NA,NA,NA,NA,NA,0.350270088
2018,Montana,Lincoln,1800,3400,1.9,NA,NA,NA,NA,NA,NA,NA
2022,Montana,Lincoln,2888,11786,4.0810249307479225,2397,NA,NA,NA,NA,NA,0.8299861495844876
2005,Montana,Madison,48000,135500,2.8,44500,132000,3,3500,3500,1,0.9270833333333334
2006,Montana,Madison,43000,143300,3.3,42000,141000,3.4,1000,2300,2.3,0.9767441860465116
2007,Montana,Madison,91830,305660,3.3,84891,141000,3.4,3000,4500,1.5,0.9244364586736361
2008,Montana,Madison,31000,111000,3.6,31000,111000,3.6,NA,NA,NA,1
2009,Montana,Madison,33000,124000,3.75,NA,NA,NA,NA,NA,NA,NA
2010,Montana,Madison,39000,138000,3.55,NA,NA,NA,NA,NA,NA,NA
2011,Montana,Madison,47000,154000,3.3,NA,NA,NA,NA,NA,NA,NA
2012,Montana,Madison,95774,317262,3.5,46896,NA,NA,NA,NA,NA,0.48965272412136907
2013,Montana,Madison,43000,165000,3.85,NA,NA,NA,NA,NA,NA,NA
2014,Montana,Madison,52000,181000,3.5,NA,NA,NA,NA,NA,NA,NA
2015,Montana,Madison,41000,161000,3.95,NA,NA,NA,NA,NA,NA,NA
2016,Montana,Madison,37000,142000,3.85,NA,NA,NA,NA,NA,NA,NA
2017,Montana,Madison,96141,356258,4.05,56380,NA,NA,NA,NA,NA,0.5864303470943718
2018,Montana,Madison,48400,178700,3.7,NA,NA,NA,NA,NA,NA,NA
2022,Montana,Madison,43645,128036,2.9335777294077214,39343,NA,NA,NA,NA,NA,0.9014320082483676
2005,Montana,Mccone,10000,19200,1.9,2500,8700,3.5,7500,10500,1.4,0.25
2006,Montana,Mccone,9000,15400,1.7,2500,9500,3.8,6500,5900,0.9,0.2777777777777778
2007,Montana,Mccone,39625,65913,1.7,6957,12000,3.4,15500,20000,1.3,0.17557097791798107
2008,Montana,Mccone,19000,19800,1.05,NA,NA,NA,NA,NA,NA,NA
2009,Montana,Mccone,18000,28000,1.55,NA,NA,NA,NA,NA,NA,NA
2010,Montana,Mccone,31000,51000,1.65,NA,NA,NA,NA,NA,NA,NA
2011,Montana,Mccone,22000,42000,1.9,NA,NA,NA,NA,NA,NA,NA
2012,Montana,Mccone,30386,38663,1.2,2971,NA,NA,NA,NA,NA,0.097775291
2013,Montana,Mccone,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2014,Montana,Mccone,16500,19500,1.2,NA,NA,NA,NA,NA,NA,NA
2015,Montana,Mccone,25600,20000,0.8,NA,NA,NA,NA,NA,NA,NA
2016,Montana,Mccone,23000,45500,2,NA,NA,NA,NA,NA,NA,NA
2017,Montana,Mccone,9664,11980,1.2396523178807948,2264,NA,NA,NA,NA,NA,0.23427152317880795
2018,Montana,Mccone,27200,32100,1.2,NA,NA,NA,NA,NA,NA,NA
2022,Montana,Mccone,20626,27345,1.3257539028410743,5156,NA,NA,NA,NA,NA,0.24997575875109085
2005,Montana,Meagher,31000,93000,3,26000,87000,3.3,5000,6000,1.2,0.8387096774193549
2006,Montana,Meagher,28000,74500,2.7,24000,71000,3,4000,3500,0.9,0.8571428571428571
2007,Montana,Meagher,37583,97779,2.6,15776,NA,NA,NA,NA,NA,0.4197642551153447
2008,Montana,Meagher,17000,45800,2.7,14000,43000,3.05,3000,2800,0.95,0.8235294117647058
2009,Montana,Meagher,18000,50000,2.8,NA,NA,NA,NA,NA,NA,NA
2010,Montana,Meagher,20000,55000,2.75,NA,NA,NA,NA,NA,NA,NA
2011,Montana,Meagher,22000,57000,2.6,NA,NA,NA,NA,NA,NA,NA
2012,Montana,Meagher,36429,80950,2.2,16556,NA,NA,NA,NA,NA,0.4544730846303769
2013,Montana,Meagher,18000,44500,2.45,NA,NA,NA,NA,NA,NA,NA
2014,Montana,Meagher,26000,66000,2.55,NA,NA,NA,NA,NA,NA,NA
2015,Montana,Meagher,16500,47000,2.85,NA,NA,NA,NA,NA,NA,NA
2016,Montana,Meagher,20500,62000,3,NA,NA,NA,NA,NA,NA,NA
2017,Montana,Meagher,41318,116305,3.25,20320,NA,NA,NA,NA,NA,0.4917953434338545
2018,Montana,Meagher,19500,52400,2.7,NA,NA,NA,NA,NA,NA,NA
2022,Montana,Meagher,21714,58395,2.689278806300083,16622,NA,NA,NA,NA,NA,0.7654969144330847
2005,Montana,Mineral,1000,2300,2.3,500,1500,3,500,800,1.6,0.5
2006,Montana,Mineral,1000,1200,1.2,NA,NA,NA,1000,1200,1.2,NA
2007,Montana,Mineral,2832,4923,1.7,500,1000,2,1000,1600,1.6,0.1765536723163842
2009,Montana,Mineral,1500,2000,1.35,NA,NA,NA,NA,NA,NA,NA
2010,Montana,Mineral,1200,2000,1.65,NA,NA,NA,NA,NA,NA,NA
2011,Montana,Mineral,1500,2500,1.65,NA,NA,NA,NA,NA,NA,NA
2012,Montana,Mineral,2035,3917,2.5,459,NA,NA,NA,NA,NA,0.22555282555282555
2013,Montana,Mineral,2000,4000,2,NA,NA,NA,NA,NA,NA,NA
2014,Montana,Mineral,1000,1500,1.5,NA,NA,NA,NA,NA,NA,NA
2015,Montana,Mineral,900,1000,1.1,NA,NA,NA,NA,NA,NA,NA
2016,Montana,Mineral,1000,1900,1.9,NA,NA,NA,NA,NA,NA,NA
2017,Montana,Mineral,2736,3430,1.35,0,NA,NA,NA,NA,NA,0
2018,Montana,Mineral,1400,1400,1,NA,NA,NA,NA,NA,NA,NA
2022,Montana,Mineral,1527,1573,1.0301244269810086,0,NA,NA,NA,NA,NA,0
2005,Montana,Missoula,9000,25000,2.8,8000,23600,3,1000,1400,1.4,0.8888888888888888
2006,Montana,Missoula,8500,23800,2.8,6500,21300,3.3,2000,2500,1.3,0.7647058823529411
2007,Montana,Missoula,18158,41851,2.1,14893,17000,2.3,1500,1800,1.2,0.820189448
2008,Montana,Missoula,8000,20200,2.55,6000,18500,3.1,2000,1700,0.85,0.75
2009,Montana,Missoula,6500,13000,2,NA,NA,NA,NA,NA,NA,NA
2010,Montana,Missoula,6000,13000,2.15,NA,NA,NA,NA,NA,NA,NA
2011,Montana,Missoula,7000,17000,2.45,NA,NA,NA,NA,NA,NA,NA
2012,Montana,Missoula,15373,30007,2.15,5695,NA,NA,NA,NA,NA,0.37045469329343655
2013,Montana,Missoula,9000,22000,2.45,NA,NA,NA,NA,NA,NA,NA
2014,Montana,Missoula,7000,17000,2.45,NA,NA,NA,NA,NA,NA,NA
2015,Montana,Missoula,5000,11000,2.2,NA,NA,NA,NA,NA,NA,NA
2016,Montana,Missoula,7200,15500,2.15,NA,NA,NA,NA,NA,NA,NA
2017,Montana,Missoula,11017,28855,2.55,5015,NA,NA,NA,NA,NA,0.4552055913588091
2018,Montana,Missoula,6800,13800,2.05,NA,NA,NA,NA,NA,NA,NA
2022,Montana,Missoula,5579,10244,1.8361713568739917,4331,NA,NA,NA,NA,NA,0.7763039971321025
2005,Montana,Musselshell,22000,38000,1.7,6500,20000,3.1,15500,18000,1.2,0.29545454545454547
2006,Montana,Musselshell,19000,28800,1.5,7000,21500,3.1,12000,7300,0.6,0.3684210526315789
2007,Montana,Musselshell,53499,93026,1.8,14520,30000,3.8,19000,19000,1,0.2714069421858353
2008,Montana,Musselshell,26000,48600,1.85,9000,36000,4,17000,12600,0.75,0.34615384615384615
2009,Montana,Musselshell,29000,48000,1.65,NA,NA,NA,NA,NA,NA,NA
2010,Montana,Musselshell,30000,63000,2.1,NA,NA,NA,NA,NA,NA,NA
2011,Montana,Musselshell,28000,44000,1.55,NA,NA,NA,NA,NA,NA,NA
2012,Montana,Musselshell,49362,77045,1.65,7245,NA,NA,NA,NA,NA,0.14677282119849278
2013,Montana,Musselshell,25000,49500,2,NA,NA,NA,NA,NA,NA,NA
2014,Montana,Musselshell,35500,58000,1.65,NA,NA,NA,NA,NA,NA,NA
2015,Montana,Musselshell,30000,56000,1.85,NA,NA,NA,NA,NA,NA,NA
2016,Montana,Musselshell,30500,53000,1.75,NA,NA,NA,NA,NA,NA,NA
2017,Montana,Musselshell,50794,91645,1.75,9893,NA,NA,NA,NA,NA,0.19476709847619797
2018,Montana,Musselshell,35000,65400,1.85,NA,NA,NA,NA,NA,NA,NA
2022,Montana,Musselshell,33290,43066,1.2936617602883749,6952,NA,NA,NA,NA,NA,0.20883148092520276
2005,Montana,Other (Combined) Counties,NA,NA,NA,1000,3300,3.3,NA,NA,NA,NA
2007,Montana,Other (Combined) Counties,NA,NA,NA,39000,139700,6.7,47000,55000,2.5,NA
2008,Montana,Other (Combined) Counties,120000,172700,5.15,108800,365500,17.2,203700,221300,6.55,0.9066666666666666
2012,Montana,Other (Combined) Counties,65000,110000,1.7,NA,NA,NA,NA,NA,NA,NA
2013,Montana,Other (Combined) Counties,47000,85500,1.8,NA,NA,NA,NA,NA,NA,NA
2015,Montana,Other (Combined) Counties,90400,201000,4.9,NA,NA,NA,NA,NA,NA,NA
2017,Montana,Other (Combined) Counties,348000,762100,11.95,NA,NA,NA,NA,NA,NA,NA
2018,Montana,Other (Combined) Counties,372700,697300,9.4,NA,NA,NA,NA,NA,NA,NA
2005,Montana,Park,69000,178000,2.6,57000,163000,2.9,12000,15000,1.3,0.8260869565217391
2006,Montana,Park,57000,120800,2.1,44000,108000,2.5,13000,12800,1,0.7719298245614035
2007,Montana,Park,77637,229514,2.9,60407,100000,3.2,8000,12000,1.5,0.778069735
2008,Montana,Park,29000,64000,2.2,24500,58000,2.35,4500,6000,1.35,0.8448275862068966
2009,Montana,Park,30000,86000,2.85,NA,NA,NA,NA,NA,NA,NA
2010,Montana,Park,31000,75000,2.4,NA,NA,NA,NA,NA,NA,NA
2011,Montana,Park,29000,66000,2.3,NA,NA,NA,NA,NA,NA,NA
2012,Montana,Park,71775,153271,2.2,28382,NA,NA,NA,NA,NA,0.3954301637060258
2013,Montana,Park,36000,107000,2.95,NA,NA,NA,NA,NA,NA,NA
2014,Montana,Park,46000,117000,2.55,NA,NA,NA,NA,NA,NA,NA
2015,Montana,Park,28000,77000,2.75,NA,NA,NA,NA,NA,NA,NA
2016,Montana,Park,32000,85500,2.65,NA,NA,NA,NA,NA,NA,NA
2017,Montana,Park,83077,194324,2.4,32946,NA,NA,NA,NA,NA,0.3965718550260602
2018,Montana,Park,38100,102000,2.7,NA,NA,NA,NA,NA,NA,NA
2022,Montana,Park,46660,95401,2.044599228461209,35262,NA,NA,NA,NA,NA,0.7557222460351479
2005,Montana,Petroleum,12500,18500,1.5,6000,13500,2.3,6500,5000,0.8,0.48
2006,Montana,Petroleum,17000,29600,1.7,8500,23500,2.8,8500,6100,0.7,0.5
2007,Montana,Petroleum,50304,111588,2.6,26821,50000,3.4,9500,12000,1.3,0.533178276
2008,Montana,Petroleum,18000,34200,1.9,NA,NA,NA,NA,NA,NA,NA
2009,Montana,Petroleum,21000,47000,2.25,NA,NA,NA,NA,NA,NA,NA
2010,Montana,Petroleum,17000,35000,2.05,NA,NA,NA,NA,NA,NA,NA
2011,Montana,Petroleum,19000,40000,2.1,NA,NA,NA,NA,NA,NA,NA
2012,Montana,Petroleum,32724,64618,1.8,9362,NA,NA,NA,NA,NA,0.28608972008311945
2013,Montana,Petroleum,19000,38000,2,NA,NA,NA,NA,NA,NA,NA
2014,Montana,Petroleum,11500,25000,2.15,NA,NA,NA,NA,NA,NA,NA
2015,Montana,Petroleum,16500,42000,2.55,NA,NA,NA,NA,NA,NA,NA
2016,Montana,Petroleum,13500,22500,1.65,NA,NA,NA,NA,NA,NA,NA
2017,Montana,Petroleum,32598,58928,1.9,9492,NA,NA,NA,NA,NA,0.29118350819068656
2018,Montana,Petroleum,18600,47700,2.55,NA,NA,NA,NA,NA,NA,NA
2022,Montana,Petroleum,19417,29218,1.5047638667147345,8790,NA,NA,NA,NA,NA,0.4526960910542308
2005,Montana,Phillips,28000,48000,1.7,13000,35000,2.7,15000,13000,0.9,0.4642857142857143
2006,Montana,Phillips,26000,45000,1.7,14500,39000,2.7,11500,6000,0.5,0.5576923076923077
2007,Montana,Phillips,74426,152203,2.1,35312,45000,3,19000,25000,1.3,0.4744578507510816
2008,Montana,Phillips,36000,65500,1.8,16500,45000,2.75,19500,20500,1.05,0.4583333333333333
2009,Montana,Phillips,42000,93000,2.2,NA,NA,NA,NA,NA,NA,NA
2010,Montana,Phillips,46000,95000,2.05,NA,NA,NA,NA,NA,NA,NA
2011,Montana,Phillips,51000,87000,1.7,NA,NA,NA,NA,NA,NA,NA
2012,Montana,Phillips,78168,147985,1.9,13730,NA,NA,NA,NA,NA,0.17564732371302835
2013,Montana,Phillips,49000,101000,2.05,NA,NA,NA,NA,NA,NA,NA
2014,Montana,Phillips,38500,71000,1.85,NA,NA,NA,NA,NA,NA,NA
2015,Montana,Phillips,34000,65000,1.9,NA,NA,NA,NA,NA,NA,NA
2016,Montana,Phillips,53000,82100,1.55,NA,NA,NA,NA,NA,NA,NA
2017,Montana,Phillips,69428,119636,1.7,13983,NA,NA,NA,NA,NA,0.20140289220487412
2018,Montana,Phillips,37700,44300,1.2,NA,NA,NA,NA,NA,NA,NA
2022,Montana,Phillips,40828,57974,1.419956892328794,20932,NA,NA,NA,NA,NA,0.5126873714117762
2005,Montana,Pondera,24000,57500,2.4,14500,44500,3.1,9500,13000,1.4,0.6041666666666666
2006,Montana,Pondera,22000,55400,2.5,14000,47000,3.4,8000,8400,1.1,0.6363636363636364
2007,Montana,Pondera,51044,104042,2.2,36914,48000,2.7,6000,4000,0.7,0.7231800015672752
2008,Montana,Pondera,30000,69000,2.3,14000,47000,3.35,16000,22000,1.4,0.4666666666666667
2009,Montana,Pondera,29000,80000,2.75,NA,NA,NA,NA,NA,NA,NA
2010,Montana,Pondera,40000,119000,3,NA,NA,NA,NA,NA,NA,NA
2011,Montana,Pondera,35000,88000,2.5,NA,NA,NA,NA,NA,NA,NA
2012,Montana,Pondera,56641,113476,2,14880,NA,NA,NA,NA,NA,0.26270722621422643
2013,Montana,Pondera,27000,69000,2.55,NA,NA,NA,NA,NA,NA,NA
2014,Montana,Pondera,27000,73000,2.7,NA,NA,NA,NA,NA,NA,NA
2015,Montana,Pondera,34500,84000,2.45,NA,NA,NA,NA,NA,NA,NA
2016,Montana,Pondera,30000,76000,2.55,NA,NA,NA,NA,NA,NA,NA
2017,Montana,Pondera,60076,166463,2.9,19137,NA,NA,NA,NA,NA,0.31854650775684135
2018,Montana,Pondera,28400,63800,2.25,NA,NA,NA,NA,NA,NA,NA
2022,Montana,Pondera,16905,35338,2.090387459331559,10798,NA,NA,NA,NA,NA,0.638745933
2005,Montana,Powder River,55000,82000,1.5,12000,32000,2.7,43000,50000,1.2,0.21818181818181817
2006,Montana,Powder River,50000,60300,1.2,8000,21300,2.7,42000,39000,0.9,0.16
2007,Montana,Powder River,131080,235469,1.8,17607,21000,2.1,53000,93000,1.8,0.13432255111382363
2008,Montana,Powder River,65000,106000,1.65,14000,32000,2.3,51000,74000,1.45,0.2153846153846154
2009,Montana,Powder River,63000,102000,1.6,NA,NA,NA,NA,NA,NA,NA
2010,Montana,Powder River,79000,139000,1.75,NA,NA,NA,NA,NA,NA,NA
2011,Montana,Powder River,88000,171000,1.95,NA,NA,NA,NA,NA,NA,NA
2012,Montana,Powder River,75902,68499,0.8,8552,NA,NA,NA,NA,NA,0.11267160285631472
2013,Montana,Powder River,68000,105000,1.55,NA,NA,NA,NA,NA,NA,NA
2014,Montana,Powder River,69000,109000,1.6,NA,NA,NA,NA,NA,NA,NA
2015,Montana,Powder River,74500,102000,1.35,NA,NA,NA,NA,NA,NA,NA
2016,Montana,Powder River,62000,92500,1.5,NA,NA,NA,NA,NA,NA,NA
2017,Montana,Powder River,132270,153036,1.2,14746,NA,NA,NA,NA,NA,0.1114840855825206
2018,Montana,Powder River,75000,105400,1.4,NA,NA,NA,NA,NA,NA,NA
2022,Montana,Powder River,100524,141344,1.4060721817675381,13572,NA,NA,NA,NA,NA,0.13501253432016236
2005,Montana,Powell,13000,40800,3.1,11500,38000,3.3,1500,2800,1.9,0.8846153846153846
2006,Montana,Powell,12000,39400,3.3,11500,39000,3.4,500,400,0.8,0.9583333333333334
2007,Montana,Powell,35602,103203,2.8,30126,47000,3.1,3000,4000,1.3,0.8461884163811022
2008,Montana,Powell,13000,36600,2.8,11500,35000,3.05,1500,1600,1.05,0.8846153846153846
2009,Montana,Powell,12000,34000,2.85,NA,NA,NA,NA,NA,NA,NA
2010,Montana,Powell,11000,29500,2.7,NA,NA,NA,NA,NA,NA,NA
2011,Montana,Powell,11000,34000,3.1,NA,NA,NA,NA,NA,NA,NA
2012,Montana,Powell,24532,68330,3,9277,NA,NA,NA,NA,NA,0.37815913908364585
2013,Montana,Powell,12000,48000,4,NA,NA,NA,NA,NA,NA,NA
2014,Montana,Powell,18500,44500,2.4,NA,NA,NA,NA,NA,NA,NA
2015,Montana,Powell,10000,34000,3.4,NA,NA,NA,NA,NA,NA,NA
2016,Montana,Powell,15500,45500,2.95,NA,NA,NA,NA,NA,NA,NA
2017,Montana,Powell,32583,107695,3.5,15401,NA,NA,NA,NA,NA,0.4726697971334745
2018,Montana,Powell,15100,46600,3.1,NA,NA,NA,NA,NA,NA,NA
2022,Montana,Powell,30806,75595,2.453905083425307,30065,NA,NA,NA,NA,NA,0.9759462442381355
2005,Montana,Prairie,18000,34000,1.9,4000,17000,4.3,14000,17000,1.2,0.2222222222222222
2006,Montana,Prairie,16000,26000,1.6,4000,17000,4.3,12000,9000,0.8,0.25
2007,Montana,Prairie,28352,53879,1.8,8483,12500,3.6,10500,13000,1.2,0.29920287810383744
2009,Montana,Prairie,21000,34000,1.6,NA,NA,NA,NA,NA,NA,NA
2010,Montana,Prairie,25000,52000,2.1,NA,NA,NA,NA,NA,NA,NA
2011,Montana,Prairie,19000,45000,2.35,NA,NA,NA,NA,NA,NA,NA
2012,Montana,Prairie,26371,42672,1.6,2463,NA,NA,NA,NA,NA,0.093398051
2013,Montana,Prairie,18000,40000,2.2,NA,NA,NA,NA,NA,NA,NA
2014,Montana,Prairie,26000,54500,2.1,NA,NA,NA,NA,NA,NA,NA
2015,Montana,Prairie,26500,33500,1.25,NA,NA,NA,NA,NA,NA,NA
2016,Montana,Prairie,24000,38000,1.6,NA,NA,NA,NA,NA,NA,NA
2017,Montana,Prairie,11058,29791,2.694067643335142,5026,NA,NA,NA,NA,NA,0.45451257008500634
2022,Montana,Prairie,15129,26391,1.744398175689074,4691,NA,NA,NA,NA,NA,0.3100667592041774
2005,Montana,Ravalli,12000,49000,4.1,12000,49000,4.1,NA,NA,NA,1
2006,Montana,Ravalli,11000,42600,3.9,10500,42000,4,500,600,1.2,0.9545454545454546
2007,Montana,Ravalli,30037,108990,3.7,29317,56000,3.7,NA,NA,NA,0.9760295635383027
2008,Montana,Ravalli,8500,29300,3.45,NA,NA,NA,NA,NA,NA,NA
2009,Montana,Ravalli,10500,43000,4.1,NA,NA,NA,NA,NA,NA,NA
2010,Montana,Ravalli,10000,37000,3.7,NA,NA,NA,NA,NA,NA,NA
2011,Montana,Ravalli,12000,41000,3.4,NA,NA,NA,NA,NA,NA,NA
2012,Montana,Ravalli,27626,91837,3.35,16109,NA,NA,NA,NA,NA,0.5831101136610439
2013,Montana,Ravalli,13000,51500,3.95,NA,NA,NA,NA,NA,NA,NA
2014,Montana,Ravalli,14000,53000,3.8,NA,NA,NA,NA,NA,NA,NA
2015,Montana,Ravalli,8400,31000,3.7,NA,NA,NA,NA,NA,NA,NA
2016,Montana,Ravalli,11600,39900,3.45,NA,NA,NA,NA,NA,NA,NA
2017,Montana,Ravalli,26670,108156,4.45,16295,NA,NA,NA,NA,NA,0.6109861267341582
2018,Montana,Ravalli,7900,28600,3.6,NA,NA,NA,NA,NA,NA,NA
2022,Montana,Ravalli,13125,39707,3.025295238095238,12106,NA,NA,NA,NA,NA,0.9223619047619047
2005,Montana,Richland,26000,58500,2.3,7500,35000,4.7,18500,23500,1.3,0.28846153846153844
2006,Montana,Richland,20000,40000,2,5500,25600,4.7,14500,14400,1,0.275
2007,Montana,Richland,80729,177452,2.4,19375,44000,4.6,26500,41000,1.5,0.2400004954848939
2008,Montana,Richland,31000,66000,2.15,NA,NA,NA,NA,NA,NA,NA
