year,state,state_ansi,hay_alf_acres,hay_alf_usd,hay_alf_tons,hay_alfalfa_yield_tons_per_acre,haylage_alfalfa_acres_harvested,haylage_alfalfa_production_tons,haylage_alfalfa_yield_tons_per_acre,hay_haylage_alfalfa_production_usd,haylage_alfalfa_irrigated_acres_harvested,alf_irrigated_acres,alf_irrigated_production_tons,irrigated_yield_tons_per_acre_dry,alf_irrigated_yield_tons_per_acre,alf_non_irrigated_acres_harvested,alf_non_irrigated_yield_tons_per_acre,irrigated_acres_gravity,irrigated_acres_pressure,irrigated_water_acrefeet_per_acre_gravity,irrigated_water_acrefeet_per_acre_pressure,irrigated_water_acrefeet_per_acre,irrigated_yield_tons_per_acre_dry_basis_gravity,irrigated_yield_tons_per_acre_dry_basis_pressure,hay_alfalfa_price_per_ton,CV_pct,irrigation,State,Year,SPEI,Export_Value,alf_spei_mean,west,midwest,irrigation_share,irrigation_dummy
2007,DELAWARE,10,8687,2808000,26530,2.6,1562,5945,3.8,1284120,0,421,0,NA,NA,8266,NA,NA,NA,NA,NA,NA,NA,NA,216,NA,1,Delaware,2007,-0.147577553,NA,-0.694298839,0,0,0.048463221,0
2008,DELAWARE,10,6000,3440000,20000,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,NA,0,Delaware,2008,-1.081438483,NA,-0.275104907,0,0,NA,0
2009,DELAWARE,10,5000,2980000,20000,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,NA,0,Delaware,2009,0.134046349,NA,0.509413053,0,0,NA,0
2010,DELAWARE,10,5000,3247000,17000,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191,NA,0,Delaware,2010,1.012457692,NA,-0.993049407,0,0,NA,0
2011,DELAWARE,10,5000,3930000,15000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262,NA,0,Delaware,2011,-1.167481301,NA,-0.603624015,0,0,NA,0
2012,DELAWARE,10,10837,4208000,29272,2.7,534,1752,3.3,460776,NA,477,0,NA,NA,10360,NA,NA,NA,NA,NA,NA,NA,NA,263,17.2,1,Delaware,2012,-1.329365044,NA,-1.494403406,0,0,0.044015872,0
2013,DELAWARE,10,6000,4263000,21000,3.5,NA,NA,NA,NA,NA,0,NA,NA,NA,1026,2.85621,NA,0,NA,0,0,NA,0,203,NA,0,Delaware,2013,0.277038432,NA,0.811259898,0,0,0,0
2014,DELAWARE,10,4000,2233000,11000,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,NA,0,Delaware,2014,0.514472158,NA,0.108517671,0,0,NA,0
2015,DELAWARE,10,4000,2574000,11000,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,NA,0,Delaware,2015,0.042830981,NA,-0.248114958,0,0,NA,0
2016,DELAWARE,10,5000,3108000,14000,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,NA,0,Delaware,2016,-0.254048815,NA,-0.084846813,0,0,NA,0
2017,DELAWARE,10,7480,3546000,26218,3.5,509,5253,10.3,3546000,NA,259,0,NA,NA,7221,NA,NA,NA,NA,NA,NA,NA,NA,197,8.5,1,Delaware,2017,-0.217302424,NA,0.338602112,0,0,0.034625668,0
2018,DELAWARE,10,4000,2328000,12000,2.9,NA,NA,NA,2328000,NA,162,NA,6,6,NA,NA,NA,162,NA,0.7,0.7,NA,6,194,NA,0,Delaware,2018,0.509629815,NA,0.746223642,0,0,0.0405,0
2019,DELAWARE,10,3000,1782000,9000,3,NA,NA,NA,1782000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,NA,0,Delaware,2019,0.675796621,NA,-0.544842201,0,0,NA,0
2020,DELAWARE,10,4000,1980000,10000,2.5,NA,NA,NA,1980000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,NA,0,Delaware,2020,-0.517644201,NA,0.188076064,0,0,NA,0
2021,DELAWARE,10,3000,1477000,7000,2.2,NA,NA,NA,1477000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,NA,0,Delaware,2021,0.9623911,NA,-0.152402328,0,0,NA,0
2022,DELAWARE,10,3619,1206000,9935,2.8,71,452,6.4,1206000,NA,208,0,NA,NA,3411,NA,NA,NA,NA,NA,NA,NA,NA,201,14.5,1,Delaware,2022,-1.327940602,NA,-0.923690045,0,0,0.05747444,0
2023,DELAWARE,10,4000,3055000,13000,3.2,NA,NA,NA,3055000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235,NA,0,Delaware,2023,-0.979973355,NA,-0.142875462,0,0,NA,0
2024,DELAWARE,10,3000,1888000,8000,2.5,NA,NA,NA,1888000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236,NA,0,Delaware,2024,-0.03919233,NA,-0.621835793,0,0,NA,0
2025,DELAWARE,10,3000,NA,11000,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Delaware,2025,-1.696117662,NA,0.112367786,0,0,NA,0
2005,FLORIDA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Florida,2005,0.861420648,37,0.861420648,0,0,NA,0
2006,FLORIDA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Florida,2006,-1.438289599,0,-1.438289599,0,0,NA,0
2007,FLORIDA,12,6951,NA,14993,2.2,1010,7177,7.1,NA,0,1071,0,NA,NA,5880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Florida,2007,-1.525688385,10,-1.331544575,0,0,0.1540785498489426,0
2008,FLORIDA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Florida,2008,-0.28366373,17,-0.28366373,0,0,NA,0
2009,FLORIDA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Florida,2009,0.764554283,23,0.764554283,0,0,NA,0
2010,FLORIDA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Florida,2010,-0.785401781,27,-0.785401781,0,0,NA,0
2011,FLORIDA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Florida,2011,-0.785401781,8,-0.785401781,0,0,NA,0
2012,FLORIDA,12,4988,NA,8219,1.6,584,1691,2.9,NA,0,566,0,NA,NA,4422,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,Florida,2012,-0.781171327,34,0.306148,0,0,0.1134723336006415,0
2013,FLORIDA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,NA,4,4,450,0.496321,NA,219,NA,1.2,1.2,NA,4,NA,NA,0,Florida,2013,0.010457144,3,0.684113,0,0,NA,0
2014,FLORIDA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida,2014,-0.530605834,4,-0.530605834,0,0,NA,0
2015,FLORIDA,12,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Florida,2015,-0.436629299,34,-0.953883495,0,0,NA,0
2016,FLORIDA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida,2016,-0.530605834,15,-0.530605834,0,0,NA,0
2017,FLORIDA,12,10167,NA,22134,2.177043376,6185,72193,11.7,NA,3067,7000,0,NA,NA,9281,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,Florida,2017,-0.844566064,0,-0.120927879,0,0,0.6885020163273335,1
2018,FLORIDA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Florida,2018,0.06484227,0,0.026885297,0,0,NA,0
2019,FLORIDA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Florida,2019,-0.411953914,5,-0.802565707,0,0,NA,0
2020,FLORIDA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Florida,2020,-0.836694745,3,-0.08891,0,0,NA,0
2021,FLORIDA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Florida,2021,-0.176020693,0,0.036285,0,0,NA,0
2022,FLORIDA,12,13288,NA,37772,2.8,7517,55987,7.4,NA,2739,6210,0,NA,NA,12556,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7,1,Florida,2022,-0.405457221,3,0.014231371,0,0,0.4673389524382902,1
2023,FLORIDA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1100,NA,NA,NA,NA,NA,0,0,0,0,0.6,NA,NA,NA,NA,1,Florida,2023,-0.830003784,21,-0.647498592,0,0,NA,1
2024,FLORIDA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Florida,2024,-0.299242378,20,0.423164299,0,0,NA,1
2025,FLORIDA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Florida,2025,-0.299242378,96,0.453164299,0,0,NA,1
2005,GEORGIA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Georgia,2005,1.01938184,80,1.01938184,0,0,NA,0
2006,GEORGIA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Georgia,2006,-1.232538342,0,-1.232538342,0,0,NA,0
2007,GEORGIA,13,1655,NA,4810,2.9,802,2754,3.4,NA,116,465,0,NA,NA,1412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Georgia,2007,-1.503250861,12,-1.11116285,0,0,0.2809667673716012,1
2008,GEORGIA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Georgia,2008,-0.532794741,0,-0.532794741,0,0,NA,1
2009,GEORGIA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Georgia,2009,0.395518458,26,0.395518458,0,0,NA,1
2010,GEORGIA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Georgia,2010,-0.537771781,0,-0.537771781,0,0,NA,1
2011,GEORGIA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Georgia,2011,-1.141030633,23,-1.141030633,0,0,NA,1
2012,GEORGIA,13,1599,NA,3429,2.1,1387,6952,5,NA,204,576,0,NA,NA,1331,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,Georgia,2012,-1.491912647,0,-0.804715925,0,0,0.3602251407129456,1
2013,GEORGIA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,8,8,0,0,NA,48,NA,0.3,0.3,NA,8,NA,NA,1,Georgia,2013,0.616805613,45,1.392619922,0,0,NA,1
2014,GEORGIA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Georgia,2014,0.108722907,146,0.108722907,0,0,NA,1
2015,GEORGIA,13,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Georgia,2015,-0.333676598,131,-0.333676598,0,0,NA,1
2016,GEORGIA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Georgia,2016,-0.856943082,0,-0.856943082,0,0,NA,0
2017,GEORGIA,13,10066,NA,24171,2.4,3096,30667,9.9,NA,284,1515,0,NA,NA,9119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Georgia,2017,-0.866325017,0,-0.324101101,0,0,0.1505066560699384,0
2018,GEORGIA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1145,NA,7,7,NA,NA,NA,1145,NA,0.2,0.2,NA,7,NA,14.7,1,Georgia,2018,-0.254704328,0,0.27302326,0,0,NA,0
2019,GEORGIA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Georgia,2019,0.191151274,34,-0.912084477,0,0,NA,0
2020,GEORGIA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Georgia,2020,0.546920869,25,0.293849004,0,0,NA,0
2021,GEORGIA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Georgia,2021,0.548167186,28,0.327887593,0,0,NA,0
2022,GEORGIA,13,22948,NA,43936,1.9,4943,23774,4.8,NA,149,927,0,NA,NA,22309,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,1,Georgia,2022,-0.148929527,60,-0.756481412,0,0,0.040395677,0
2023,GEORGIA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Georgia,2023,-0.166475742,58,0.058417744,0,0,NA,0
2024,GEORGIA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Georgia,2024,0.175018528,64,0.512024958,0,0,NA,0
2025,GEORGIA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Georgia,2025,0.415877563,43,0.415877563,0,0,NA,0
2005,IDAHO,16,1100000,517440000,4620000,4.2,60000,630000,10.5,70560000,NA,870000,4263000,NA,4.7984375,230000,1.6217142857142857,NA,NA,NA,NA,NA,NA,NA,112,NA,1,Idaho,2005,-0.2153199,2227,0.602541595,1,0,0.7909090909090909,1
2006,IDAHO,16,1130000,583080000,4859000,4.3,90000,1260000,14,151200000,NA,910000,4510000,NA,4.993,220000,1.7621212121212122,NA,NA,NA,NA,NA,NA,NA,120,NA,1,Idaho,2006,0.48399155,1864,-0.324794969,1,0,0.8053097345132744,1
2007,IDAHO,16,2187520,674245000,8969543,4.1,146411,1683557,11.5,240748651,70145,1791092,4455000,NA,4.541666666666667,220000,1.3272727272727274,NA,NA,NA,NA,NA,NA,NA,143,NA,1,Idaho,2007,-1.152534195,1015,-1.416112126,1,0,0.8187774283206554,1
2008,IDAHO,16,1130000,999372000,4972000,4.4,80000,1184000,14.8,237984000,NA,900000,4597000,NA,5.0625,230000,1.8442307692307691,NA,NA,NA,NA,NA,NA,NA,201,NA,1,Idaho,2008,-0.622138266,989,-0.424178141,1,0,0.7964601769911505,1
2009,IDAHO,16,1140000,536256000,4788000,4.2,65000,683000,10.5,76496000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,0,Idaho,2009,-0.221338435,939,0.454616881,1,0,NA,1
2010,IDAHO,16,1130000,602742000,4746000,4.2,85000,935000,11,118745000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,0,Idaho,2010,-0.054797772,1108,0.49192019,1,0,NA,1
2011,IDAHO,16,1000000,950300000,4300000,4.3,85000,1063000,12.5,234923000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,221,NA,0,Idaho,2011,1.04025249,691,0.690256809,1,0,NA,1
2012,IDAHO,16,2067761,802880000,8126325,4,174734,1923706,11,371275258,86639,898550,0,NA,NA,1255850,NA,NA,NA,NA,NA,NA,NA,NA,193,6.5,1,Idaho,2012,-0.392869686,638,-1.002940641,1,0,0.434552156,1
2013,IDAHO,16,1120000,821408000,4256000,3.8,65000,813000,12.5,156909000,NA,872207,0,5.3,5.3,48091,1.09832,138892,733315,2,1.9,1.9,5.4,5.2,193,NA,0,Idaho,2013,-1.142799989,422,-1.118581508,1,0,0.77875625,1
2014,IDAHO,16,1090000,850200000,4251000,3.9,80000,920000,11.5,184000000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,0,Idaho,2014,-0.724714974,143,-0.093577749,1,0,NA,1
2015,IDAHO,16,1000000,714000000,4200000,4.2,70000,770000,11,130900000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,170,NA,0,Idaho,2015,-0.88831013,12,-0.542697995,1,0,NA,1
2016,IDAHO,16,1000000,567600000,4400000,4.4,100000,1300000,13,167700000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,129,NA,0,Idaho,2016,-0.562691888,5,-0.599334038,1,0,NA,1
2017,IDAHO,16,2193062,576640000,8801851,4,163825,1584417,10,620296000,96663,1015036,0,NA,NA,1274689,NA,NA,NA,NA,NA,NA,NA,NA,136,12.6,1,Idaho,2017,0.57233369,0,-0.244268642,1,0,0.4628396278810175,1
2018,IDAHO,16,1050000,670320000,4410000,4.2,85000,765000,9,727776000,NA,856511,0,5.2,5.2,0,NA,167525,688986,1.9,1.8,1.8,4.7,5.4,152,NA,0,Idaho,2018,-0.463413918,0,-0.605261294,1,0,0.815724762,1
2019,IDAHO,16,1010000,702152000,4444000,4.4,115000,1438000,12.5,814490000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,NA,0,Idaho,2019,-0.265913796,10,0.331033923,1,0,NA,1
2020,IDAHO,16,1010000,713565000,4545000,4.5,105000,998000,9.5,790966000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,NA,0,Idaho,2020,-0.420087384,182,-0.367750522,1,0,NA,1
2021,IDAHO,16,960000,838368000,3936000,4.1,100000,1340000,13.4,979374000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,NA,0,Idaho,2021,-1.420309424,123,-1.322133011,1,0,NA,1
2022,IDAHO,16,2107568,1239776000,8484331,4.3,196950,2372964,13.1,1389648000,111495,981596,0,NA,NA,1237467,NA,NA,NA,NA,NA,NA,NA,NA,272,6.3,1,Idaho,2022,-0.918171592,247,-0.965839955,1,0,0.4657481988718751,1
2023,IDAHO,16,1000000,918000000,4500000,4.5,125000,1525000,12.2,1071816000,NA,837085,NA,NA,NA,NA,NA,156313,680772,1.8,1.8,1.8,NA,NA,204,NA,0,Idaho,2023,-0.48814008,181,0.080530377,1,0,0.837085,1
2024,IDAHO,16,940000,593516000,3854000,4.1,95000,1159000,12.2,681758000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,0,Idaho,2024,-0.586802182,105,-0.657461416,1,0,NA,1
2025,IDAHO,16,870000,NA,3567000,4.1,120000,1260000,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Idaho,2025,-1.201896434,174,-1.11625455,1,0,NA,1
2005,ILLINOIS,17,400000,138600000,1400000,3.5,38000,213000,5.6,21087000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,0,Illinois,2005,-0.251806252,6,-1.397498044,0,1,NA,0
2006,ILLINOIS,17,410000,169781000,1681000,4.1,30000,231000,7.7,23331000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,0,Illinois,2006,-0.814722579,0,-0.206845442,0,1,NA,0
2007,ILLINOIS,17,702339,192622000,2544512,3.7,70341,479910,6.6,65747670,0,906,0,NA,NA,701433,NA,NA,NA,NA,NA,NA,NA,NA,137,NA,1,Illinois,2007,-0.026333166,7,-0.20195996,0,1,0.001289975,0
2008,ILLINOIS,17,350000,200655000,1365000,3.9,35000,186000,5.3,27342000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,147,NA,0,Illinois,2008,0.824212843,14,1.030067122,0,1,NA,0
2009,ILLINOIS,17,340000,165750000,1326000,3.9,24000,199000,8.3,24875000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,125,NA,0,Illinois,2009,1.584266848,0,1.181551771,0,1,NA,0
2010,ILLINOIS,17,340000,174420000,1292000,3.8,30000,255000,8.5,34425000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,0,Illinois,2010,1.09406415,0,0.562945584,0,1,NA,0
2011,ILLINOIS,17,280000,155176000,952000,3.4,31000,239000,7.7,38957000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,163,NA,0,Illinois,2011,0.454799775,0,0.495815532,0,1,NA,0
2012,ILLINOIS,17,537746,150510000,1623158,3,71585,472242,6.5,81697866,0,1073,0,NA,NA,536673,NA,NA,NA,NA,NA,NA,NA,NA,173,2.7,1,Illinois,2012,-0.791338647,0,-1.518537926,0,1,0.001995366,0
2013,ILLINOIS,17,340000,222768000,1224000,3.6,38000,141000,3.7,25662000,NA,1001,0,6.2,6.2,2967,3.3645,NA,1001,NA,0.2,0.2,NA,6.2,182,NA,0,Illinois,2013,0.19484106,13,0.686103079,0,1,0.002944118,0
2014,ILLINOIS,17,270000,192240000,1080000,4,40000,264000,6.6,46992000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,178,NA,0,Illinois,2014,0.2451912,0,0.463386611,0,1,NA,0
2015,ILLINOIS,17,230000,130410000,805000,3.5,34000,272000,8,44064000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,162,NA,0,Illinois,2015,0.723672185,0,0.575525073,0,1,NA,0
2016,ILLINOIS,17,230000,143520000,897000,3.9,25000,233000,9.3,37280000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,160,NA,0,Illinois,2016,0.785950168,55,0.193860661,0,1,NA,0
2017,ILLINOIS,17,478167,142393000,1788430,4.1,65995,530658,9,164590000,0,499,0,NA,NA,477668,NA,NA,NA,NA,NA,NA,NA,NA,151,6.9,1,Illinois,2017,-0.022222489,0,0.494671315,0,1,0.001043568,0
2018,ILLINOIS,17,250000,138600000,825000,3.3,24000,156000,6.5,151536000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,168,NA,0,Illinois,2018,0.136153872,0,0.349147231,0,1,NA,0
2019,ILLINOIS,17,200000,123200000,700000,3.5,30000,222000,7.4,142560000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,NA,0,Illinois,2019,1.568007707,4,0.918168402,0,1,NA,0
2020,ILLINOIS,17,220000,145860000,858000,3.9,35000,238000,6.8,165920000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,170,NA,0,Illinois,2020,1.076159165,0,0.280336844,0,1,NA,0
2021,ILLINOIS,17,290000,190400000,1088000,3.8,30000,212000,7.05,208775000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,175,NA,0,Illinois,2021,0.00795402,19,-0.257897402,0,1,NA,0
2022,ILLINOIS,17,459586,157680000,1620476,3.7,61823,425811,6.9,174780000,0,2875,0,NA,NA,456711,NA,NA,NA,NA,NA,NA,NA,NA,180,4.3,1,Illinois,2022,-0.074167695,5,0.821528304,0,1,0.00625563,0
2023,ILLINOIS,17,180000,124488000,684000,3.8,27000,184000,6.8,141050000,NA,140,0,NA,NA,0,NA,NA,140,NA,0.3,0.3,NA,NA,182,NA,0,Illinois,2023,-0.480439523,12,-0.508923703,0,1,7.77778e-4,0
2024,ILLINOIS,17,260000,179400000,975000,3.8,30000,261000,8.7,203136000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,181,NA,0,Illinois,2024,-0.432307176,0,0.418865987,0,1,NA,0
2025,ILLINOIS,17,265000,NA,967000,3.7,30000,266000,8.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Illinois,2025,-0.621494588,0,-0.194272252,0,1,NA,0
2005,INDIANA,18,340000,144704000,1292000,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,0,Indiana,2005,0.396040762,NA,-0.773396957,0,1,NA,0
2006,INDIANA,18,340000,153340000,1394000,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,0,Indiana,2006,0.182646133,NA,0.368602964,0,1,NA,0
2007,INDIANA,18,521129,130032000,1421767,2.7,35116,226847,6.5,39017684,2535,4715,0,NA,NA,518944,NA,NA,NA,NA,NA,NA,NA,NA,172,NA,1,Indiana,2007,0.761162294,NA,-0.326570431,0,1,0.009047664,0
2008,INDIANA,18,300000,196800000,1200000,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,NA,0,Indiana,2008,1.048060184,NA,0.37142067,0,1,NA,0
2009,INDIANA,18,300000,155520000,1080000,3.6,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,144,NA,0,Indiana,2009,0.829867276,NA,0.759484134,0,1,NA,0
2010,INDIANA,18,300000,150120000,1080000,3.6,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,0,Indiana,2010,-0.045547594,NA,-0.055857324,0,1,NA,0
2011,INDIANA,18,280000,203840000,1120000,4,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,182,NA,0,Indiana,2011,0.479617817,NA,0.898112057,0,1,NA,0
2012,INDIANA,18,483793,176436000,1352979,2.9,35658,214415,6,50173110,2308,6348,0,NA,NA,481753,NA,NA,NA,NA,NA,NA,NA,NA,234,2.7,1,Indiana,2012,-0.160807468,NA,-1.625605077,0,1,0.013121314,0
