year,state,state_ansi,hay_alf_acres,hay_alf_usd,hay_alf_tons,hay_alfalfa_yield_tons_per_acre,haylage_alfalfa_acres_harvested,haylage_alfalfa_production_tons,haylage_alfalfa_yield_tons_per_acre,hay_haylage_alfalfa_production_usd,haylage_alfalfa_irrigated_acres_harvested,alf_irrigated_acres,alf_irrigated_production_tons,irrigated_yield_tons_per_acre_dry,alf_irrigated_yield_tons_per_acre,alf_non_irrigated_acres_harvested,alf_non_irrigated_yield_tons_per_acre,irrigated_acres_gravity,irrigated_acres_pressure,irrigated_water_acrefeet_per_acre_gravity,irrigated_water_acrefeet_per_acre_pressure,irrigated_water_acrefeet_per_acre,irrigated_yield_tons_per_acre_dry_basis_gravity,irrigated_yield_tons_per_acre_dry_basis_pressure,hay_alfalfa_price_per_ton,CV_pct,irrigation,State,Year,SPEI,Export_Value,alf_spei_mean,west,midwest,irrigation_share,irrigation_dummy
2013,INDIANA,18,280000,198912000,1036000,3.7,NA,NA,NA,NA,NA,2943,0,5.5,5.5,9055,3.85612,NA,2943,NA,0.4,0.4,NA,5.5,192,NA,0,Indiana,2013,-0.009240837,NA,0.388443531,0,1,0.010510714,0
2014,INDIANA,18,240000,168960000,960000,4,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,176,NA,0,Indiana,2014,0.565628386,NA,0.36433324,0,1,NA,0
2015,INDIANA,18,230000,130962000,897000,3.9,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,146,NA,0,Indiana,2015,0.682720817,NA,0.727535824,0,1,NA,0
2016,INDIANA,18,210000,154350000,882000,4.2,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,175,NA,0,Indiana,2016,0.420958461,NA,0.127981762,0,1,NA,0
2017,INDIANA,18,477329,149325000,1521575,3.3,42717,269838,6.3,149325000,2102,5058,0,NA,NA,474373,NA,NA,NA,NA,NA,NA,NA,NA,181,NA,1,Indiana,2017,0.393255146,NA,0.626053497,0,1,0.010596465,0
2018,INDIANA,18,240000,129600000,720000,3,NA,NA,NA,129600000,NA,2966,0,7.4,7.4,0,NA,NA,2966,NA,0.4,0.4,NA,7.4,180,5.5,0,Indiana,2018,0.798540262,NA,0.323005828,0,1,0.012358333,0
2019,INDIANA,18,220000,141900000,660000,3,NA,NA,NA,141900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,NA,0,Indiana,2019,1.481753811,NA,0.664248538,0,1,NA,0
2020,INDIANA,18,230000,136068000,667000,2.9,NA,NA,NA,136068000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,NA,0,Indiana,2020,0.539814911,NA,-0.287590941,0,1,NA,0
2021,INDIANA,18,270000,190674000,891000,3.3,NA,NA,NA,190674000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214,NA,0,Indiana,2021,-0.207705079,NA,0.057022785,0,1,NA,0
2022,INDIANA,18,463050,186550000,1481706,3.5,39611,237807,6,186550000,2249,5683,0,NA,NA,459616,NA,NA,NA,NA,NA,NA,NA,NA,205,NA,1,Indiana,2022,0.265488539,NA,0.049862,0,1,0.012272973,0
2023,INDIANA,18,270000,141750000,675000,2.5,NA,NA,NA,141750000,NA,4597,NA,NA,NA,NA,NA,0,0,0,0,0.6,NA,NA,210,6.4,0,Indiana,2023,-0.585185593,NA,-0.333581698,0,1,0.017025926,0
2024,INDIANA,18,240000,182040000,888000,3.7,NA,NA,NA,182040000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,NA,0,Indiana,2024,-0.629943668,NA,0.166207652,0,1,NA,0
2025,INDIANA,18,270000,NA,891000,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Indiana,2025,-0.418177279,NA,-0.049463696,0,1,NA,0
2005,IOWA,19,1250000,415125000,5125000,4.1,85000,655000,7.7,53055000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,0,Iowa,2005,-0.148633765,0,-0.405514755,0,1,NA,0
2006,IOWA,19,1150000,394680000,4485000,3.9,100000,670000,6.7,58960000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,0,Iowa,2006,-0.624910946,0,-0.20820873,0,1,NA,0
2007,IOWA,19,1890440,487600000,7294729,4,179720,1334898,7.4,153513270,267,1465,0,NA,NA,1889242,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,1,Iowa,2007,0.554214404,0,0.581772601,0,1,7.74952e-4,0
2008,IOWA,19,1150000,589950000,4370000,3.8,100000,640000,6.4,86400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,0,Iowa,2008,1.486336128,259,1.4180285480000001,0,1,NA,1
2009,IOWA,19,920000,387504000,3312000,3.6,55000,363000,6.6,42471000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,0,Iowa,2009,1.064491326,0,0.623592236,0,1,NA,0
2010,IOWA,19,880000,347072000,2992000,3.4,75000,488000,6.5,56608000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,116,NA,0,Iowa,2010,1.448735823,0,1.060496329,0,1,NA,0
2011,IOWA,19,820000,395896000,2788000,3.4,65000,494000,7.6,70148000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,142,NA,0,Iowa,2011,0.596291811,0,0.280767823,0,1,NA,0
2012,IOWA,19,1386367,469974000,4154729,2.9,140480,1011989,7.2,224661558,0,541,0,NA,NA,1385826,NA,NA,NA,NA,NA,NA,NA,NA,222,NA,1,Iowa,2012,-1.132450115,0,-1.20788941,0,1,3.90229e-4,0
2013,IOWA,19,730000,474573000,2409000,3.3,90000,666000,7.4,131202000,NA,443,0,4.9,4.9,3205,4.06321,NA,443,NA,0.6,0.6,NA,4.9,197,8.2,0,Iowa,2013,-0.141106784,0,0.771001659,0,1,6.06849e-4,0
2014,IOWA,19,810000,411156000,2916000,3.6,130000,806000,6.2,113646000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,141,NA,0,Iowa,2014,0.35490983,0,0.829096323,0,1,NA,0
2015,IOWA,19,770000,342342000,3003000,3.9,90000,585000,6.5,66690000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,0,Iowa,2015,0.783872673,0,0.457584647,0,1,NA,0
2016,IOWA,19,550000,214830000,2310000,4.2,95000,817000,8.6,75981000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,0,Iowa,2016,1.131319385,0,0.263214939,0,1,NA,0
2017,IOWA,19,1425260,294840000,4905316,3.5,169348,1271125,7.8,330876000,136,982,0,NA,NA,1424550,NA,NA,NA,NA,NA,NA,NA,NA,117,2.6,1,Iowa,2017,0.371291009,0,-4.33e-5,0,1,6.88997e-4,0
2018,IOWA,19,620000,309690000,2294000,3.7,55000,446000,8.1,339390000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,0,Iowa,2018,0.49415219,10,0.354330751,0,1,NA,0
2019,IOWA,19,700000,309400000,2380000,3.4,85000,561000,6.6,345410000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,NA,0,Iowa,2019,1.918141312,8,0.705077595,0,1,NA,0
2020,IOWA,19,830000,360220000,2905000,3.5,50000,360000,7.2,382292000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,NA,0,Iowa,2020,0.392440482,21,-0.287779827,0,1,NA,0
2021,IOWA,19,910000,538265000,3185000,3.5,100000,940000,9.4,616850000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169,NA,0,Iowa,2021,-0.70116092,38,-0.542290251,0,1,NA,0
2022,IOWA,19,1386618,475376000,4781442,3.7,178442,1325374,7.9,544016000,148,1170,0,NA,NA,1385744,NA,NA,NA,NA,NA,NA,NA,NA,176,3.2,1,Iowa,2022,-0.708584543,57,0.276196633,0,1,8.4378e-4,0
2023,IOWA,19,750000,420000000,2400000,3.2,50000,465000,9.3,460250000,NA,1407,NA,NA,NA,NA,NA,NA,1407,NA,0.5,0.5,NA,NA,175,NA,0,Iowa,2023,-0.882435719,25,-0.886694946,0,1,0.001876,0
2024,IOWA,19,720000,333792000,2736000,3.8,50000,430000,8.6,359778000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,NA,0,Iowa,2024,-0.298252588,6,0.49827261900000003,0,1,NA,0
2025,IOWA,19,720000,NA,3024000,4.2,80000,544000,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Iowa,2025,-0.1633319,19,0.297202943,0,1,NA,0
2005,KANSAS,20,850000,255000000,3400000,4,20000,80000,4,8800000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,0,Kansas,2005,0.386668439,34,0.092352465,0,1,NA,0
2006,KANSAS,20,950000,407930000,3610000,3.8,30000,135000,4.5,17145000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,0,Kansas,2006,-0.723360767,86,-0.535945108,0,1,NA,0
2007,KANSAS,20,1593140,325600000,5946134,3.7,100718,564203,5.6,60933924,20536,227991,0,NA,NA,1385685,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,1,Kansas,2007,0.355542685,0,0.491898737,0,1,0.1431079503370702,0
2008,KANSAS,20,700000,364490000,2870000,4.1,50000,250000,5,28250000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,0,Kansas,2008,0.515423226,29,0.323829238,0,1,NA,1
2009,KANSAS,20,850000,394740000,3655000,4.3,50000,375000,7.5,73125000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,0,Kansas,2009,0.854626127,27,0.456214907,0,1,NA,1
2010,KANSAS,20,650000,279110000,2470000,3.8,25000,183000,7.3,40809000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,0,Kansas,2010,0.54102995,37,0.120237052,0,1,NA,1
2011,KANSAS,20,650000,380250000,1950000,3,45000,315000,7,63000000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,195,NA,0,Kansas,2011,-0.789423358,14,-0.952891807,0,1,NA,0
2012,KANSAS,20,1183282,374640000,3313838,2.8,68814,460869,6.7,78808599,13128,161513,0,NA,NA,1034897,NA,NA,NA,NA,NA,NA,NA,NA,223,14.2,1,Kansas,2012,-1.165533106,18,-1.321357685,0,1,0.13649578,0
2013,KANSAS,20,550000,385000000,1925000,3.5,16000,69000,4.3,8004000,NA,152293,0,5.8,5.8,115347,3.3629,0,0,1.1,1.6,1.6,0,0,200,NA,0,Kansas,2013,-0.730156537,0,0.270815787,0,1,0.2768963636363636,1
2014,KANSAS,20,600000,389880000,2280000,3.8,65000,286000,4.4,27170000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,171,NA,0,Kansas,2014,-0.122388561,8,-0.050129371,0,1,NA,1
2015,KANSAS,20,650000,286520000,2470000,3.8,60000,360000,6,46080000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,116,NA,0,Kansas,2015,0.217343335,0,0.353437872,0,1,NA,1
2016,KANSAS,20,700000,285950000,3010000,4.3,30000,240000,8,40800000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,0,Kansas,2016,0.350416412,0,0.516300523,0,1,NA,1
2017,KANSAS,20,1177483,262656000,4201965,3.6,65060,555363,10,278528000,14866,146426,0,NA,NA,1045923,NA,NA,NA,NA,NA,NA,NA,NA,128,6.1,1,Kansas,2017,0.185490184,0,0.223304557,0,1,0.1243550862305443,0
2018,KANSAS,20,610000,362950000,2135000,3.5,20000,120000,6,372980000,NA,156569,0,6,6,0,NA,2663,153906,0.5,1.5,1.5,5.5,6,170,NA,0,Kansas,2018,-0.279150418,4,-0.100778966,0,1,0.2566704918032786,1
2019,KANSAS,20,630000,352800000,2520000,4,25000,188000,7.5,365820000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,0,Kansas,2019,1.458880296,0,0.736379131,0,1,NA,1
2020,KANSAS,20,540000,293706000,1998000,3.7,15000,80000,5.3,299586000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,NA,0,Kansas,2020,0.323353503,0,-0.103670357,0,1,NA,1
2021,KANSAS,20,690000,442152000,2484000,3.6,30000,168000,5.6,456926000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,NA,0,Kansas,2021,-0.21613479,4,-0.061663034,0,1,NA,1
2022,KANSAS,20,1244381,501270000,3715957,3.1,81006,481439,5.9,522585000,21170,183095,0,NA,NA,1082456,NA,NA,NA,NA,NA,NA,NA,NA,245,9.2,1,Kansas,2022,-0.984204704,0,-0.625919859,0,1,0.1471374120948487,0
2023,KANSAS,20,735000,538080000,2242000,3.1,15000,33000,2.2,541920000,NA,118320,NA,NA,NA,NA,NA,NA,118320,NA,1.4,1.4,NA,NA,240,NA,0,Kansas,2023,-0.891842069,0,0.011236048,0,1,0.1609795918367347,0
2024,KANSAS,20,580000,219791000,1537000,2.7,25000,150000,6,230373000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,0,Kansas,2024,-0.491904895,0,-0.60523901,0,1,NA,1
2025,KANSAS,20,490000,NA,1764000,3.6,30000,161000,5.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Kansas,2025,-0.381825121,0,0.182268976,0,1,NA,1
2005,KENTUCKY,21,260000,98176000,832000,3.2,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,118,NA,0,Kentucky,2005,0.236356344,0,-0.534244902,0,0,NA,0
2006,KENTUCKY,21,280000,124320000,1036000,3.7,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,0,Kentucky,2006,-0.615002802,0,0.24727771,0,0,NA,0
2007,KENTUCKY,21,549610,75600000,1028565,1.8,16366,44270,2.7,6640500,137,1210,0,NA,NA,548400,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,1,Kentucky,2007,-0.525718858,0,-1.190256437,0,0,0.002201561,0
2008,KENTUCKY,21,240000,105600000,600000,2.5,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,176,NA,0,Kentucky,2008,-0.122544702,0,0.330948837,0,0,NA,0
2009,KENTUCKY,21,220000,116270000,770000,3.5,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,151,NA,0,Kentucky,2009,0.188425818,0,0.788465696,0,0,NA,0
2010,KENTUCKY,21,230000,88228000,644000,2.8,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,137,NA,0,Kentucky,2010,0.032599175,0,-0.337131295,0,0,NA,0
2011,KENTUCKY,21,210000,126378000,714000,3.4,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,177,NA,0,Kentucky,2011,0.640670533,0,1.064749997,0,0,NA,0
2012,KENTUCKY,21,378075,102312000,1070475,2.9,21695,110183,5.1,21595868,52,352,0,NA,NA,377775,NA,NA,NA,NA,NA,NA,NA,NA,196,2.8,1,Kentucky,2012,0.154507054,0,-0.793600557,0,0,9.31032e-4,0
2013,KENTUCKY,21,200000,130680000,660000,3.3,NA,NA,NA,NA,NA,50,0,5.6,5.6,1452,4.36214,NA,50,NA,0.2,0.2,NA,5.6,198,NA,0,Kentucky,2013,0.403507561,0,0.704673873,0,0,2.5e-4,0
2014,KENTUCKY,21,165000,109395000,561000,3.4,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,195,NA,0,Kentucky,2014,0.630668588,0,0.060379691,0,0,NA,0
2015,KENTUCKY,21,170000,135864000,629000,3.7,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,216,NA,0,Kentucky,2015,0.577025608,0,1.154045003,0,0,NA,0
2016,KENTUCKY,21,160000,123760000,560000,3.5,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,221,NA,0,Kentucky,2016,0.510793061,10,0.341391781,0,0,NA,0
2017,KENTUCKY,21,392505,127088000,1217940,3.3,28800,143371,5,127088000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,8,0,Kentucky,2017,-0.115685009,12,0.287493671,0,0,NA,0
2018,KENTUCKY,21,145000,98100000,450000,3.1,NA,NA,NA,98100000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,218,NA,0,Kentucky,2018,1.006958349,0,0.95477606,0,0,NA,0
2019,KENTUCKY,21,145000,96512000,464000,3.2,NA,NA,NA,96512000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,NA,0,Kentucky,2019,1.839885472,0,0.405837811,0,0,NA,0
2020,KENTUCKY,21,145000,107188000,508000,3.5,NA,NA,NA,107188000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,NA,0,Kentucky,2020,1.47869361,0,0.782434155,0,0,NA,0
2021,KENTUCKY,21,100000,72270000,330000,3.3,NA,NA,NA,72270000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,NA,0,Kentucky,2021,0.71567765,228,0.625510813,0,0,NA,1
2022,KENTUCKY,21,258412,87120000,779604,3.6,24733,101745,4.1,87120000,95,610,0,NA,NA,257897,NA,NA,NA,NA,NA,NA,NA,NA,220,4.7,1,Kentucky,2022,0.498484568,118,0.728884816,0,0,0.002360571,0
2023,KENTUCKY,21,90000,60750000,270000,3,NA,NA,NA,60750000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,NA,0,Kentucky,2023,-0.346201908,0,-0.052359727,0,0,NA,0
2024,KENTUCKY,21,100000,66300000,300000,3,NA,NA,NA,66300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,NA,0,Kentucky,2024,-0.616726911,0,0.132544003,0,0,NA,0
2025,KENTUCKY,21,95000,NA,285000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Kentucky,2025,0.836414626,0,0.858071519,0,0,NA,0
2005,LOUISIANA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Louisiana,2005,-0.860754984,0,-0.860754984,0,0,NA,0
2006,LOUISIANA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Louisiana,2006,-0.672863769,0,-0.672863769,0,0,NA,0
2007,LOUISIANA,22,2164,NA,4768,2.2,2087,5058,2.4,NA,NA,0,0,NA,NA,2164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Louisiana,2007,0.426789666,0,0.426789666,0,0,0,0
2008,LOUISIANA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Louisiana,2008,0.176295855,0,0.176295855,0,0,NA,0
2009,LOUISIANA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Louisiana,2009,1.06221827,0,1.06221827,0,0,NA,0
2010,LOUISIANA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Louisiana,2010,-1.390789332,0,-1.390789332,0,0,NA,0
2011,LOUISIANA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Louisiana,2011,-2.125472137,0,-2.125472137,0,0,NA,0
2012,LOUISIANA,22,1905,NA,3825,2,494,1535,3.1,NA,NA,0,0,NA,NA,1905,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.9,1,Louisiana,2012,-0.421906594,44,-0.343709274,0,0,0,0
2013,LOUISIANA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Louisiana,2013,-0.29208074,0,-0.29208074,0,0,NA,0
2014,LOUISIANA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Louisiana,2014,0.153865664,6,0.153865664,0,0,NA,0
2015,LOUISIANA,22,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Louisiana,2015,0.248833571,0,-0.170073609,0,0,NA,0
2016,LOUISIANA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Louisiana,2016,0.308803501,0,0.308803501,0,0,NA,0
2017,LOUISIANA,22,2141,NA,4374,2,550,1917,3.5,NA,0,75,0,NA,NA,2066,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.1,1,Louisiana,2017,0.356588848,0,0.411313296,0,0,0.03503036,0
2018,LOUISIANA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Louisiana,2018,0.138587939,0,-0.802925052,0,0,NA,0
2019,LOUISIANA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Louisiana,2019,0.82140746,0,0.657227653,0,0,NA,0
2020,LOUISIANA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Louisiana,2020,0.370596534,0,0.423809,0,0,NA,0
2021,LOUISIANA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Louisiana,2021,0.965686272,0,1.25985,0,0,NA,0
2022,LOUISIANA,22,201,NA,404,2,835,1907,2.3,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.7,0,Louisiana,2022,-0.43547401,0,-0.017462229,0,0,NA,0
2023,LOUISIANA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Louisiana,2023,-0.64516544,0,-0.889176946,0,0,NA,0
2024,LOUISIANA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Louisiana,2024,-0.351517933,0,0.650445512,0,0,NA,0
2025,LOUISIANA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Louisiana,2025,0.650445512,0,0.650445512,0,0,NA,0
2005,MAINE,23,11000,5010000,30000,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,NA,0,Maine,2005,1.049562687,NA,1.167696638,0,0,NA,0
2006,MAINE,23,10000,3344000,19000,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,NA,0,Maine,2006,2.135523687,NA,0.376817555,0,0,NA,0
2007,MAINE,23,19089,4232000,46876,2.5,10036,73046,7.278397768,13440464,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,184,NA,0,Maine,2007,0.898784427,NA,0.114973136,0,0,NA,0
2008,MAINE,23,8000,4950000,22000,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,NA,0,Maine,2008,1.434257166,NA,0.815625275,0,0,NA,0
2009,MAINE,23,9000,2895000,15000,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,NA,0,Maine,2009,1.437719232,NA,0.828100894,0,0,NA,0
2010,MAINE,23,7000,2431000,13000,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,NA,0,Maine,2010,0.53318849,NA,-0.577265071,0,0,NA,0
2011,MAINE,23,7000,4180000,20000,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,15.5,0,Maine,2011,1.241498442,NA,1.550376862,0,0,NA,0
2012,MAINE,23,19144,3405000,29142,1.5,7086,50838,7.17442845,11540226,12,14,0,NA,NA,19144,NA,NA,NA,NA,NA,NA,NA,NA,227,NA,1,Maine,2012,0.268644473,NA,0.292605373,0,0,7.313e-4,0
2013,MAINE,23,10000,5588000,22000,2.2,NA,NA,NA,NA,NA,0,NA,0,NA,1640,0.987562,NA,0,NA,0,0,NA,0,254,NA,0,Maine,2013,0.318795427,NA,0.933819631,0,0,0,0
2014,MAINE,23,10000,4393000,23000,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191,NA,0,Maine,2014,0.592776991,NA,0.419694246,0,0,NA,0
2015,MAINE,23,10000,5221000,23000,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,NA,0,Maine,2015,0.148237638,NA,-0.110685666,0,0,NA,0
2016,MAINE,23,10000,4070000,22000,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,12.9,0,Maine,2016,-0.107519647,NA,-0.066009102,0,0,NA,0
2017,MAINE,23,22842,4268000,43879,2.2,14208,96342,6.780827703,4268000,0,0,0,NA,NA,22842,NA,NA,NA,NA,NA,NA,NA,NA,194,NA,1,Maine,2017,-0.236333293,NA,-0.031526058,0,0,0,0
2018,MAINE,23,10000,4071000,23000,2.3,NA,NA,NA,4071000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,NA,0,Maine,2018,0.128182039,NA,-0.195222549,0,0,NA,0
2019,MAINE,23,10000,3738000,21000,2.1,NA,NA,NA,3738000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,NA,0,Maine,2019,0.97027225,NA,0.576521408,0,0,NA,0
2020,MAINE,23,9000,4305000,21000,2.3,NA,NA,NA,4305000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,NA,0,Maine,2020,-0.072830634,NA,-1.289762821,0,0,NA,0
